Id.-No.;Name;Vorname;Lebensdaten
P02494;Sulzbach;Walter;1889-1969
P02495;Sulzbach;Maria ;
P02496;Häberle;;
P02497;Rosenbusch;Agnes;
P02498;Nida;;
P02499;Schultz;Franz;1877-1950
P02500;Gehse;Fritz;
P02501;Weinstock;Heinrich;1889-1860
P02502;Severing;Carl;1875-1952
P02503;Protte;Alfred;1902-1977
P02504;Pflug;Hans;1900-1952
P02505;Wehrung;Georg;1880-1959
P02506;Gross;Alla Barbara;*1932
P02507;Seeberg;Amanda;gest. 1933
P02508;Platzhoff;Walter;1881-1969
P02509;Gundolf;Elisabeth;1893-1958
P02510;Krieck;Ernst;1882-1947
P02511;Siemsen;Gertrud;1908-?
P02512;Gehlen;Arnold;
P02513;Chraneu?;;
P02514;Prinzhorn Wolhard;;
P02515;May;Ernst;1886-1970
P02516;;Helena;
P02517;Wittkowski;Edith;
P02518;;Nora;
P02519;Kaden;Lalla;
P02520;Bondi;Felix;1860-1934
P02521;Siebeck;Werner;
P02522;Eisenhuth;Heinz Erich;1903-1983
P02523;Ruprecht;Gustav;
P02524;Brinkmann;;
P02525;Brinkmann;Albert Erich ;1881-1958
P02526;Fouquet;Jean;1420-1478 oder 1481
P02527;Poussin;Nicolas;1594-1665
P02528;Odysseus;;
P02529;Nausikaa;;
P02530;Unbekannt;Claus;
P02531;Weik;Unbekannt;
P02532;Hanker;Unbekannt;
P02533;Schmidt;Frau;
P02534;;Anna;
P02535;Kühn;;
P02536;Vogt;;
P02537;Philipps;Wilhelm;1859-1933
P02538;Förster;;
P02539;Schimmelmann;Adeline von;
P02540;Harz;;
P02541;Philister Kürstener;;
P02542;Philister Nell;;
P02543;Bartels;Johann Heinrich Christian Adolf;
P02544;Ohl;Otto;
P02545;Bormann;;
P02546;Greiner;;
P02547;Bredt;;
P02548;Warneck;Johannes;
P02549;Spicker;;
P02550;Schreiberle;;
P02551;Kuhlo;Johannes;
